SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,option No.,Remarks_1
10940,30983,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
10941,30985,-,-,-,-,All India,"GOVT. DENTAL
COLL.& HOSP.,
JAMNAGAR",BDS,OBC,OBC,139,"Fresh Allotted
in 2nd Round"
10942,30998,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, RAIPUR",BDS,OBC,OBC,311,"Fresh Allotted
in 2nd Round"
10943,30999,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10944,31033,-,-,-,-,"IP University
Quota","ESIC Dental College
and Hospital",BDS,Open,GN,105,"Fresh Allotted
in 2nd Round"
10945,31035,All India,"GOVT. MEDICAL
COLLEGE, NAGPUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
10946,31042,"Internal -
Puducherry
UT Domicile","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10947,31053,-,-,-,-,All India,"GOVT. DENTAL
COLL.& HOSP.,
JAMNAGAR",BDS,OBC,OBC,306,"Fresh Allotted
in 2nd Round"
10948,31068,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, RAIPUR",BDS,OBC,OBC,13,"Fresh Allotted
in 2nd Round"
10949,31076,All India,"GOVT. MEDICAL
COLLEGE,
KOZHIKODE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
10950,31082,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
10951,31103,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, SHIMLA",BDS,EWS,EWS,179,"Fresh Allotted
in 2nd Round"
10952,31104,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
10953,31105,-,-,-,-,All India,"GOVT. DENTAL
COLL.& HOSP.,
JAMNAGAR",BDS,OBC,OBC,308,"Fresh Allotted
in 2nd Round"
10954,31119,-,-,-,-,All India,"Government Dental
College Hyderabad",BDS,EWS,EWS,200,"Fresh Allotted
in 2nd Round"
10955,31121,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE &
HOSP.,MUMBAI",BDS,OBC,OBC,309,"Fresh Allotted
in 2nd Round"
10956,31124,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10957,31141,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Open,EWS,297,"Fresh Allotted
in 2nd Round"
10958,31165,"Open Seat
Quota","AIIMS, Patna",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10959,31176,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10960,31179,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10961,31195,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
10962,31201,"B.Sc
Nursing All
India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Reported,-,-,-,-,-,-,"No
Upgradation"
10963,31232,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
10964,31234,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10965,31244,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE &
HOSP.,AURANGABA
D",BDS,OBC,OBC,78,"Fresh Allotted
in 2nd Round"
10966,31278,-,-,-,-,"IP University
Quota","ESIC Dental College
and Hospital",BDS,Open,GN,306,"Fresh Allotted
in 2nd Round"
10967,31292,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10968,31296,-,-,-,-,"Muslim
Minority
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
10969,31307,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, SHIMLA",BDS,OBC,OBC,49,"Fresh Allotted
in 2nd Round"
10970,31313,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
10971,31314,-,-,-,-,All India,"Rajah Muthiah Dental
College and Hos. ,
Annamalai",BDS,OBC,OBC,177,"Fresh Allotted
in 2nd Round"
10972,31332,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
10973,31340,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10974,31345,-,-,-,-,All India,"Rajah Muthiah Dental
College and Hos. ,
Annamalai",BDS,OBC,OBC,319,"Fresh Allotted
in 2nd Round"
10975,31348,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
10976,31362,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, SHIMLA",BDS,OBC,OBC,260,"Fresh Allotted
in 2nd Round"
10977,31372,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical
College, Faridabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10978,31380,-,-,-,-,All India,"ESIC Dental College,
Gulbarga",BDS,EWS,EWS,74,"Fresh Allotted
in 2nd Round"
10979,31395,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Seat
Surrendered","B.Sc Nursing
All India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,Open,OBC,12,"Fresh Allotted
in 2nd Round"
10980,31461,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10981,31471,All India,"GOVT.MEDICAL
COLLEGE, KOTA",MBBS,"Not
Reported",All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,SC,SC,11,"Fresh Allotted
in 2nd Round"
10982,31476,"Open Seat
Quota","AIIMS Bilaspur
Changar Palasiyan,
Himachal Pradesh",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
10983,31487,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Rishikesh",MBBS,ST,ST,6,"Fresh Allotted
in 2nd Round"
10984,31507,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10985,31512,"Employees
State
Insurance
Scheme(ES
I)","Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10986,31527,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, SHIMLA",BDS,OBC,OBC,307,"Fresh Allotted
in 2nd Round"
10987,31531,"Muslim
Minority
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,"Deemed/Paid
Seats Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Open,GN,26,Upgraded
10988,31541,"Employees
State
Insurance
Scheme(ES
I)","Govt. Medical College
ESI and Hospital,
Coimbatore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10989,31565,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10990,31576,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
10991,31602,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
10992,31611,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical
College, Hyderbad",MBBS,"Seat
Surrendered","Employees
State
Insurance
Scheme(ESI)","ESIC Medical
College, Hyderbad",MBBS,Open,OBC,7,"Fresh Allotted
in 2nd Round"
10993,31630,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
10994,31642,"Employees
State
Insurance
Scheme(ES
I)","SLBS Govt. Medical
College, Mandi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
10995,31645,"Employees
State
Insurance
Scheme(ES
I)","Government Medical
College, ESIC,
Kollam",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10996,31647,-,-,-,-,All India,"GOVT. DENTAL
COLL.& HOSP.,
JAMNAGAR",BDS,EWS,EWS,283,"Fresh Allotted
in 2nd Round"
10997,31654,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical
College, Faridabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
10998,31680,"B.Sc
Nursing All
India","College of Nursing Dr.
RML Hospital, New
Delhi",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Open,EWS,55,"Fresh Allotted
in 2nd Round"
10999,31683,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11000,31710,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11001,31721,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11002,31755,"Muslim
Minority
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11003,31762,"Delhi
University
Quota","University College of
Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11004,31786,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11005,31791,"Deemed/Pa
id Seats
Quota","MM Inst. Med. and
Research, Mullana",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11006,31794,"Delhi
University
Quota","University College of
Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11007,31800,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported",All India,"Government Dental
College and Hospital,
Vijayawada",BDS,OBC,OBC,274,"Fresh Allotted
in 2nd Round"
11008,31803,-,-,-,-,"IP University
Quota","ESIC Dental College
and Hospital",BDS,Open,EWS,6,"Fresh Allotted
in 2nd Round"
11009,31814,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
KOZIKODE",BDS,OBC,OBC,9,"Fresh Allotted
in 2nd Round"
11010,31818,All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11011,31821,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11012,31848,-,-,-,-,All India,"GOVT. DC &
RESEARCH INSt.,
BELLARY",BDS,OBC,OBC,91,"Fresh Allotted
in 2nd Round"
11013,31856,"Aligarh
Muslim
University
(AMU)
Quota","Dr. Ziauddin Ahmed
Dental College and
Hospital,ALIGARH",BDS,Reported,-,-,-,-,-,-,"No
Upgradation"
11014,31869,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11015,31878,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11016,31885,-,-,-,-,"Deemed/Paid
Seats Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Open,GN,1,"Fresh Allotted
in 2nd Round"
11017,31889,-,-,-,-,All India,"GOVT DEN COLL
DENTAL WING
PATIALA",BDS,EWS,EWS,311,"Fresh Allotted
in 2nd Round"
11018,31915,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11019,31945,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE &
HOSP.,AURANGABA
D",BDS,OBC,OBC,314,"Fresh Allotted
in 2nd Round"
11020,31948,"Open Seat
Quota",AIIMS Rajkot,MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11021,31954,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, RAIPUR",BDS,OBC,OBC,277,"Fresh Allotted
in 2nd Round"
11022,31974,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11023,31981,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE &
HOSP.,AURANGABA
D",BDS,OBC,OBC,8,"Fresh Allotted
in 2nd Round"
11024,31986,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE &
HOSP.,NAGPUR",BDS,OBC,OBC,228,"Fresh Allotted
in 2nd Round"
11025,32002,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Open,OBC,316,"Fresh Allotted
in 2nd Round"
11026,32012,"Aligarh
Muslim
University
(AMU)
Quota","Dr. Ziauddin Ahmed
Dental College and
Hospital,ALIGARH",BDS,Reported,-,-,-,-,-,-,"No
Upgradation"
11027,32013,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11028,32039,-,-,-,-,All India,"Government Dental
College Hyderabad",BDS,OBC,OBC,16,"Fresh Allotted
in 2nd Round"
11029,32040,-,-,-,-,All India,"Government Dental
College Hyderabad",BDS,OBC,OBC,49,"Fresh Allotted
in 2nd Round"
11030,32044,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11031,32053,"B.Sc
Nursing All
India","College of Nursing
Safdarjung Hospital,
New Delhi",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
Ahilya Bai College of
Nursing, Maulana
Azad Medical College",B.Sc. Nursing,Open,OBC,293,"Fresh Allotted
in 2nd Round"
11032,32073,"Employees
State
Insurance
Scheme(ES
I)","Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11033,32126,-,-,-,-,All India,"Government Dental
College Hyderabad",BDS,OBC,OBC,324,"Fresh Allotted
in 2nd Round"
11034,32140,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11035,32145,"Deemed/Pa
id Seats
Quota","Raja Rajeswari
Medical College
Bengaluru",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11036,32147,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Gorakhpur",MBBS,SC,SC,13,"Fresh Allotted
in 2nd Round"
11037,32154,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
TRIVANDRUM",BDS,OBC,OBC,49,"Fresh Allotted
in 2nd Round"
11038,32155,"Employees
State
Insurance
Scheme(ES
I)","ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,"Employees
State
Insurance
Scheme(ESI)","Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,Open,GN,30,Upgraded
11039,32164,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11040,32175,"Employees
State
Insurance
Scheme(ES
I)","ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11041,32228,-,-,-,-,All India,"Government Dental
College, Alappuzha",BDS,OBC,OBC,331,"Fresh Allotted
in 2nd Round"
11042,32251,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11043,32266,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported","B.Sc Nursing
All India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,Open,GN,298,"Fresh Allotted
in 2nd Round"
11044,32306,"Muslim
Minority
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,"Deemed/Paid
Seats Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Open,GN,1,Upgraded
11045,32319,-,-,-,-,All India,"GOVT. DC &
RESEARCH INSt.,
BELLARY",BDS,OBC,OBC,13,"Fresh Allotted
in 2nd Round"
11046,32327,"Open Seat
Quota","AIIMS, Rai Bareli",MBBS,Reported,"Open Seat
Quota",AIIMS Rajkot,MBBS,SC,SC,2,Upgraded
11047,32370,-,-,-,-,All India,"GOVT. DC &
RESEARCH INSt.,
BELLARY",BDS,OBC,OBC,307,"Fresh Allotted
in 2nd Round"
11048,32383,All India,"ESIC Medical
College, Faridabad",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11049,32387,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11050,32392,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11051,32454,-,-,-,-,All India,"GOVT DENTAL
COLLEGE Kannur",BDS,OBC,OBC,335,"Fresh Allotted
in 2nd Round"
11052,32468,-,-,-,-,All India,"Government Dental
College, Alappuzha",BDS,OBC,OBC,316,"Fresh Allotted
in 2nd Round"
11053,32472,All India,"GOVT. VELLORE
MEDICAL COLLEGE,
VELLORE",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11054,32477,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11055,32480,All India,"GUWAHATI
MEDICAL COLLEGE,
GUWAHATI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11056,32481,-,-,-,-,All India,"Government Dental
College, Thrissur",BDS,OBC,OBC,110,"Fresh Allotted
in 2nd Round"
11057,32488,"B.Sc
Nursing All
India","College of Nursing
Bhopal Nursing
College, BMHRC,
BHOPAL",B.Sc. Nursing,"Not
Reported",All India,"Government Dental
College, Thrissur",BDS,OBC,OBC,314,"Fresh Allotted
in 2nd Round"
11058,32504,"Open Seat
Quota",AIIMS Mangalagiri,MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11059,32523,"Open Seat
Quota",AIIMS Mangalagiri,MBBS,Reported,All India,"Osmania Medical
College Koti",MBBS,ST,ST,4,Upgraded
11060,32527,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Mangalore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11061,32529,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical
College, Faridabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11062,32538,All India,"Government Medical
College, Omandurar",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11063,32542,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical College
AND PGIMSR,
Chennai",MBBS,Reported,"Employees
State
Insurance
Scheme(ESI)","Government Medical
College, ESIC,
Kollam",MBBS,Open,GN,1,Upgraded
11064,32545,"Internal -
Puducherry
UT Domicile","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11065,32579,"Muslim
Minority
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11066,32606,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11067,32608,"Internal -
Puducherry
UT Domicile","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11068,32634,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE, RAIPUR",BDS,EWS,EWS,313,"Fresh Allotted
in 2nd Round"
11069,32643,"Open Seat
Quota","AIIMS, Raipur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11070,32651,All India,"KGMC, LUCKNOW",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11071,32666,"B.Sc
Nursing All
India","College of Nursing
BHU, VARANASI",B.Sc. Nursing,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11072,32667,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
TRIVANDRUM",BDS,OBC,OBC,331,"Fresh Allotted
in 2nd Round"
11073,32668,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11074,32674,-,-,-,-,All India,"GOVT DENTAL
COLLEGE Kannur",BDS,OBC,OBC,320,"Fresh Allotted
in 2nd Round"
11075,32699,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
11076,32701,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11077,32706,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11078,32721,All India,"Gandhi Medical
College Musheerabad
Secunderabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11079,32725,"Muslim
Minority
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Reported,"Deemed/Paid
Seats Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,Open,GN,178,Upgraded
11080,32730,"Open Seat
Quota","AIIMS, Patna",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Patna",MBBS,ST,ST,8,"Fresh Allotted
in 2nd Round"
11081,32739,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11082,32744,-,-,-,-,All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,SC,SC,5,"Fresh Allotted
in 2nd Round"
11083,32762,All India,"REGIONAL INST OF
MEDICAL SCI,
IMPHAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11084,32763,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11085,32779,-,-,-,-,All India,"GOVT. DENTAL
COLLEGE,
KOTTAYAM",BDS,OBC,OBC,333,"Fresh Allotted
in 2nd Round"
11086,32795,"IP
University
Quota","ESIC Dental College
and Hospital",BDS,Reported,-,-,-,-,-,-,"No
Upgradation"
11087,32870,"Deemed/Pa
id Seats
Quota","Manipal Tata Medical
College,",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11088,32875,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11089,32883,All India,"COIMBATORE
MEDICAL
COLLEGE,COIMBAT
ORE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11090,32891,"Open Seat
Quota","AIIMS, Raipur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11091,32898,"Deemed/Pa
id Seats
Quota","Hamdard Inst. of
Med. Sciences and
Research, New Delhi",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Kasturba Medical
College, Manipal
Univ., Mangalore",MBBS,Open,GN,7,"Fresh Allotted
in 2nd Round"
11092,32902,"Employees
State
Insurance
Scheme(ES
I)","ESIC Medical
College, Faridabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11093,32913,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11094,32938,"Aligarh
Muslim
University
(AMU)
Quota","Dr. Ziauddin Ahmed
Dental College and
Hospital,ALIGARH",BDS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
11095,32939,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
11096,32941,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11097,32945,"Open Seat
Quota","AIIMS, Gorakhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11098,32965,"Deemed/Pa
id Seats
Quota","SYMBIOSIS
MEDICAL COLLEGE
FOR WOMEN PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11099,32998,"Employees
State
Insurance
Scheme(ES
I)","Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
11100,33028,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
11101,33029,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
