SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Remarks_1,Allotted Quota_2,"Allotte
d
Institu
te",Course_2,Allotted Category,"candidat
e
Category","option
No.",Remarks_2
173,174,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
174,175,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
175,176,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
176,177,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
177,178,All India,"Atal Bihari
Vajpayee
Institute of
Medical
Sciences & DR
RML HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
178,179,All India,"MEDICAL
COLLEGE,
BARODA",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
179,180,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
180,181,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
181,182,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
182,183,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
183,184,"Open
Seat
Quota","INST.OF
MED.SCIENCES
,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
184,185,All India,"Atal Bihari
Vajpayee
Institute of
Medical
Sciences & DR
RML HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
185,186,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
186,187,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
187,188,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
188,189,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
189,190,All India,"SETH G.S.
MEDICAL
COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
190,191,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
191,192,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
192,193,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
193,194,All India,"SETH G.S.
MEDICAL
COLLEGE,
MUMBAI",MBBS,Reported,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
194,195,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
195,196,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
196,197,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
197,198,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
198,199,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
199,200,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
200,201,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
201,202,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
202,203,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,All India,"Atal Bihari
Vajpayee
Institute of
Medical
Sciences & DR
RML HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
203,204,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
204,205,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
205,206,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
206,207,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
207,208,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
208,209,"Open
Seat
Quota","AIIMS, Nagpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
209,210,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
210,211,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
211,212,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,"Not
Reported",All India,"Bangalore
Medical College
and Research
Institute",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
212,213,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
213,214,All India,"GOVT.MEDICAL
COLLEGE,THIR
UVANANTHAPU
RAM",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
214,215,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
215,216,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
216,217,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
217,218,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
218,219,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
219,220,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
220,221,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
221,222,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
222,223,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, New
Delhi",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
223,224,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
224,225,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
225,226,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
226,227,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
227,228,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
228,229,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
229,230,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
230,231,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
231,232,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
232,233,All India,"Dr. B.S.A.
Medical College,
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
233,234,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
234,235,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
235,236,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
236,237,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
237,238,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
238,239,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
239,240,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
240,241,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
241,242,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
242,243,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
243,244,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
244,245,All India,"GOVERNMENT
MEDICAL
COLLEGE,
SURAT",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
245,246,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
246,247,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
247,248,All India,"SETH G.S.
MEDICAL
COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
248,249,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
249,250,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
250,251,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
251,252,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
252,253,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
253,254,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
254,255,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
255,256,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
256,257,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
257,258,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,"Open
Seat
Quota","AIIMS,
New
Delhi,AII
MS
ANSARI
NAGAR
EAST
AUROBI
NDO
MARG
NEW
DELHI
110029,
Delhi
(NCT),
110029",MBBS,EWS,EWS,1,Upgraded
258,259,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
259,260,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
260,261,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
261,262,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
262,263,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
263,264,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
264,265,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
265,266,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
266,267,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
267,268,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
268,269,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
269,270,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
270,271,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
271,272,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
272,273,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
273,274,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
274,275,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
275,276,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
276,277,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
277,278,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
278,279,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
279,280,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
280,281,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
281,282,All India,"GOVERNMENT
MEDICAL
COLLEGE AND
HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
282,283,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
283,284,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
284,285,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
285,286,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
286,287,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
287,288,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
288,289,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
289,290,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
290,291,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
291,292,All India,"MADRAS
MEDICAL
COLLEGE,
CHENNAI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
292,293,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
293,294,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
294,295,"Open
Seat
Quota","INST.OF
MED.SCIENCES
,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
295,296,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
296,297,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
297,298,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
298,299,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
299,300,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
300,301,"Open
Seat
Quota","AIIMS, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
301,302,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
302,303,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
303,304,All India,"University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
304,305,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
305,306,All India,"Vardhman
Mahavir Medical
College and
Safdarjung
Hospital New
Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
306,307,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
307,308,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,"Open
Seat
Quota","AIIMS
Bathinda
,Jodhpur
Romana
near
Giani Zail
Singh
College
Mandi
Dabwali
Road
Bathinda,
Punjab,
151001",MBBS,Open,GN,4,Upgraded
308,309,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
309,310,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
310,311,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
311,312,All India,"GOVERNMENT
MEDICAL
COLLEGE AND
HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
312,313,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
313,314,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
314,315,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
315,316,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
316,317,All India,"SETH G.S.
MEDICAL
COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
317,318,"Open
Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
318,319,All India,"GOVT.MEDICAL
COLLEGE,THIR
UVANANTHAPU
RAM",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
319,320,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
320,321,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
321,322,"Open
Seat
Quota","AIIMS
Mangalagiri",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
322,323,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
323,324,"Open
Seat
Quota","AIIMS,
Bhubaneswar",MBBS,"Not
Reported",All India,"GOVT.
MEDICAL
COLLEGE,
KOZHIKODE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
324,325,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
325,326,-,-,-,-,"Open Seat
Quota","AIIMS,
Bhubaneswar",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
326,327,All India,"Vardhman
Mahavir Medical
College and
Safdarjung
Hospital New
Delhi, VMMC",MBBS,Reported,-,-,-,-,All India,"Maulana
Azad
Medical
College,
New
Delhi,2
Bahadur
Shah
Zafar
Marg
New
Delhi,
Delhi
(NCT),
110002",MBBS,EWS,EWS,2,Upgraded
327,328,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
328,329,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
329,330,"Open
Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
330,331,All India,"SETH G.S.
MEDICAL
COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
331,332,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
332,333,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
333,334,All India,"Maulana Azad
Medical College,
New Delhi",MBBS,"Not
Reported",All India,"Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
334,335,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
335,336,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
336,337,"Open
Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
337,338,All India,"Vardhman
Mahavir Medical
College and
Safdarjung
Hospital New
Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
338,339,"Open
Seat
Quota","AIIMS
Mangalagiri",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
339,340,All India,"Atal Bihari
Vajpayee
Institute of
Medical
Sciences & DR
RML HOSPITAL,
NEW DELHI",MBBS,Reported,"Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
340,341,"Open
Seat
Quota","AIIMS, Nagpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
