SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,"Option
No.",Remarks_1
15131,139509,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15132,139518,-,-,-,-,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
15133,139554,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15134,139561,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15135,139579,-,-,-,-,JEI,"JIPMER,PUDUCHERRY,INTERNAL",MBBS,SC,SC,1,Fresh Allotted in 2nd Round,
15136,139925,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15137,139938,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
15138,139939,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15139,139949,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15140,140042,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
15141,140045,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15142,140115,MNG,Sri Siddhartha Academy T Begur,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15143,140142,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15144,140228,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15145,140260,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15146,140319,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15147,140347,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15148,140386,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15149,140407,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15150,140529,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15151,140608,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15152,140655,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15153,140672,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15154,140744,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15155,140791,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15156,140799,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15157,141099,MNG,"Raja Rajeswari Medical College
Bengaluru",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15158,141104,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15159,141206,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15160,141217,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15161,141237,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15162,141247,MNG,"Amrita School of Dentistry, Kochi",BDS,Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,40,Upgraded,
15163,141255,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15164,141297,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15165,141386,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,264,Upgraded,
15166,141426,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,9,Fresh Allotted in 2nd Round,
15167,141444,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15168,141471,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15169,141475,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15170,141516,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15171,141582,-,-,-,-,MNG,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,GN,OBC,29,Fresh Allotted in 2nd Round,
15172,141713,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15173,141749,-,-,-,-,MNG,"VMKV Medical College and Hospital,
Salem",MBBS,GN,OBC,38,Fresh Allotted in 2nd Round,
15174,141774,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15175,141811,MNG,"VMKV Medical College and Hospital,
Salem",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15176,141814,MM,"Yenepoya Dental College, Yenepoya",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15177,141865,DU,"University College of Medical Sciences,
New Delhi",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15178,141947,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15179,142031,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15180,142043,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15181,142101,-,-,-,-,MNG,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,GN,OBC,2,Fresh Allotted in 2nd Round,
15182,142105,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15183,142153,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15184,142312,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15185,142474,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15186,142510,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15187,142552,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,MM,"Yenepoya Medical College, Mangalore",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
15188,142603,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15189,142667,-,-,-,-,MNG,Sri Siddhartha Academy T Begur,MBBS,GN,EW NO,272,Fresh Allotted in 2nd Round,
15190,142680,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15191,142705,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,OBC,274,Fresh Allotted in 2nd Round,
15192,142710,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15193,142789,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15194,142828,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15195,142832,MNG,"JLN Medical College, Datta Meghe,
Wardha",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15196,142838,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15197,142886,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15198,142911,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15199,142934,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,9,Upgraded,
15200,142956,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15201,142964,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15202,142974,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15203,143054,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,GNNO,53,Fresh Allotted in 2nd Round,
15204,143086,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15205,143099,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15206,143128,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15207,143215,MNG,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15208,143235,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15209,143243,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15210,143289,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,OBC,22,Upgraded,
15211,143321,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,MNG,"Vinayaka Missions Medical College and
Hospital, Karaikal",MBBS,GN,OBC,33,Fresh Allotted in 2nd Round,
15212,143347,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,OBC,278,Fresh Allotted in 2nd Round,
15213,143368,-,-,-,-,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
15214,143385,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,GNNO,34,Fresh Allotted in 2nd Round,
15215,143425,MNG,"Vinayaka Missions Medical College and
Hospital, Karaikal",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15216,143452,MNG,"Krishna Inst. of Med. Scie., Karad",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15217,143461,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,Reported,-,-,-,-,-,-,No Upgradation,
15218,143466,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15219,143467,MNG,"BV Deemed Uni. Med. College and Hos.,
Sangli",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15220,143502,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15221,143525,NRI,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15222,143587,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15223,143598,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15224,143706,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15225,143739,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15226,143767,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15227,143794,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15228,143931,-,-,-,-,MNG,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,GN,GNNO,26,Fresh Allotted in 2nd Round,
15229,143942,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,5,Upgraded,
15230,143955,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,OBC,7,Fresh Allotted in 2nd Round,
15231,143998,MNG,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15232,144108,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15233,144191,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15234,144195,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
15235,144236,-,-,-,-,MNG,"MGM Medical College, Navi Mumbai",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
15236,144243,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15237,144269,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15238,144308,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,14,Upgraded,
15239,144376,MNG,"Mahatma Gandhi Medical College and
Sri Balaji Vidyapeeth, Pondicherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15240,144377,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15241,144579,IP,"Atal Bihari Vajpayee Institute of Medical
Sciences, New Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15242,144580,-,-,-,-,MNG,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,GN,OBC,81,Fresh Allotted in 2nd Round,
15243,144585,MNG,"Manipal College of Dental Sce., Manipal",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15244,144588,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15245,144718,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15246,144806,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15247,144846,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15248,144883,MNG,"Amrita School of Dentistry, Kochi",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15249,144884,MNG,"Raja Rajeswari Medical College
Bengaluru",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15250,144890,AIQ,"MEDICAL COLLEGE, KOLKATA",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15251,144951,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15252,144981,-,-,-,-,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,GN,GNNO,23,Fresh Allotted in 2nd Round,
15253,145075,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15254,145122,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,10,Upgraded,
15255,145149,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,4,Fresh Allotted in 2nd Round,
15256,145177,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15257,145193,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15258,145220,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15259,145256,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,18,Upgraded,
15260,145323,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15261,145335,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15262,145337,-,-,-,-,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,OBC,27,Fresh Allotted in 2nd Round,
15263,145383,MNG,"B.L.D.E University, Bijapur",MBBS,Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,4,Upgraded,
15264,145415,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15265,145474,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15266,145636,MNG,"B.L.D.E University, Bijapur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15267,145645,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15268,145667,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15269,145701,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15270,145704,-,-,-,-,DU,"University College of Medical Sciences,
New Delhi",MBBS,ST,ST,4,Fresh Allotted in 2nd Round,
15271,145803,MM,"Yenepoya Medical College, Mangalore",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15272,145825,-,-,-,-,JEI,"JIPMER, KARAIKAL, INTERNAL",MBBS,SC,SC,2,Fresh Allotted in 2nd Round,
15273,145963,MNG,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15274,145981,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,8,Fresh Allotted in 2nd Round,
15275,145983,-,-,-,-,MNG,"DATTA MEGHE MEDICAL COLLEGE
WANADONGRI HINGNA NAGPUR",MBBS,GN,GNNO,48,Fresh Allotted in 2nd Round,
15276,146003,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,4,Upgraded,
15277,146105,-,-,-,-,ESI,"ESIC Medical College, Hyderbad",MBBS,ST (Group: I),ST,1,Fresh Allotted in 2nd Round,
15278,146121,-,-,-,-,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,9,Fresh Allotted in 2nd Round,
15279,146123,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15280,146127,-,-,-,-,MNG,Sri Siddhartha Academy T Begur,MBBS,GN,GNNO,266,Fresh Allotted in 2nd Round,
15281,146172,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15282,146211,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15283,146248,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15284,146415,MNG,"Raja Rajeswari Medical College
Bengaluru",MBBS,Not Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,27,Fresh Allotted in 2nd Round,
15285,146425,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15286,146470,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15287,146487,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Not Reported,MNG,"Jawahar Lal Nehru Medical College,
Belagavi",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15288,146512,MNG,Sri Siddhartha Academy T Begur,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15289,146552,-,-,-,-,MNG,"BVDU Dental College and Hospital,
Sangli",BDS,GN,GNNO,1,Fresh Allotted in 2nd Round,
15290,146575,MNG,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15291,146644,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15292,146653,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15293,146675,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,MNG,"B.L.D.E University, Bijapur",MBBS,GN,SC,271,Fresh Allotted in 2nd Round,
15294,146734,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15295,146740,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,4,Upgraded,
15296,146760,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15297,146811,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15298,146815,-,-,-,-,MNG,"B.L.D.E University, Bijapur",MBBS,GN,ST,25,Fresh Allotted in 2nd Round,
15299,146849,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,GN,OBC,2,Upgraded,
15300,146887,-,-,-,-,MNG,"MGM Medical College, Navi Mumbai",MBBS,GN,OBC,4,Fresh Allotted in 2nd Round,
15301,146919,-,-,-,-,MNG,Bharati Vidyapeeth DU Medical College,MBBS,GN,GNNO,2,Fresh Allotted in 2nd Round,
15302,147003,JM,"SBKS Med. Inst. and Res. Centre,
Sumandeep Vidyapeeth",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15303,147071,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15304,147105,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15305,147109,-,-,-,-,MNG,"BHAARATH MEDICAL COLLEGE AND
HOSPITAL",MBBS,GN,GNNO,12,Fresh Allotted in 2nd Round,
15306,147111,MNG,Sri Siddhartha Academy T Begur,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15307,147319,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15308,147342,-,-,-,-,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,OBC,23,Fresh Allotted in 2nd Round,
15309,147364,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15310,147367,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15311,147408,MNG,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15312,147410,MM,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15313,147427,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,MM,"Yenepoya Medical College, Mangalore",MBBS,GN,OBC,87,Fresh Allotted in 2nd Round,
15314,147439,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15315,147506,MNG,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15316,147522,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,MNG,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Upgraded,
15317,147537,MNG,"SRM Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15318,147542,MNG,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
15319,147564,MNG,"Institute of Medical Sciences and SUM
Host., Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
15320,147580,MNG,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
15321,147608,MNG,"Sri Siddhartha Medical College DU,
Tumkur",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
15322,147795,-,-,-,-,ESI,"SLBS Govt. Medical College, Mandi",MBBS,SC (Group: I),SC,2,Fresh Allotted in 2nd Round,
